Id,tipo_moradia,localizacao,andares,nota_casa,ano_contrucao,banheiros,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote (n útil)
2855,Densidade Residencial Baixa,College Creek,1 andar,5,2003,3,2.0,1,3.0,1390,8810
2856,Densidade Residencial Baixa,College Creek,2 andares,5,2006,3,2.0,1,3.0,1737,8581
2857,Densidade Residencial Baixa,College Creek,2 andares,5,2005,3,2.0,1,3.0,1611,8400
2858,Densidade Residencial Baixa,College Creek,1 andar,5,2005,3,2.0,1,3.0,1336,8772
2859,Densidade Residencial Baixa,Edwards,2 andares,6,1910,3,2.0,1,3.0,1436,8777
2860,Densidade Residencial Baixa,Edwards,2 andares,5,1975,4,0.0,0,4.0,1012,7840
2861,Densidade Residencial Baixa,Edwards,1 andar,4,1969,2,1.0,1,2.0,1176,16133
2862,Densidade Residencial Baixa,Edwards,2 andares,5,2003,3,2.0,1,3.0,1724,7162
2863,Densidade Residencial Baixa,Edwards,1 andar,5,2002,2,0.0,1,2.0,914,8050
2864,Densidade Residencial Baixa,Edwards,2 andares,5,2003,3,2.0,1,3.0,2314,11060
2865,Densidade Residencial Média,Edwards,2 andares,5,2005,2,2.0,1,2.0,1072,3675
2866,Densidade Residencial Média,Edwards,2 andares,5,2004,3,2.0,1,2.0,1709,2522
2867,Densidade Residencial Baixa,Edwards,2 andares,7,1948,3,1.0,1,1.0,936,6956
2868,Densidade Residencial Baixa,Edwards,2 andares,3,1915,3,2.0,1,2.0,1338,7822
2869,Densidade Residencial Baixa,Edwards,2 andares,5,1924,4,1.0,1,2.0,1669,8707
2870,Densidade Residencial Baixa,Edwards,1 andar,4,1954,3,2.0,1,3.0,1482,16012
2871,Densidade Residencial Baixa,Edwards,2 andares,4,1922,3,0.0,1,1.0,1414,8248
2872,Densidade Residencial Baixa,Edwards,1 andar,3,1922,1,1.0,1,1.0,498,8088
2873,Densidade Residencial Baixa,Edwards,2 andares,7,1910,3,1.0,1,1.0,1273,11388
2874,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,5,1938,3,1.0,1,3.0,1551,10890
2875,Densidade Residencial Alta,South & West of Iowa State University,2 andares,6,1945,3,1.0,1,2.0,1340,6430
2876,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,8,1926,3,1.0,1,2.0,1479,7000
2877,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,8,1920,3,1.0,1,1.0,1510,4899
2878,Densidade Residencial Baixa,Crawford,2 andares,8,1919,4,1.0,1,2.0,1636,9399
2879,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,5,1939,3,1.0,1,2.0,1465,10164
2880,Densidade Residencial Baixa,South & West of Iowa State University,2 andares,4,1941,4,1.0,1,1.0,1288,6191
2881,Densidade Residencial Baixa,Crawford,2 andares,5,1920,3,1.0,1,2.0,1550,21780
2882,Densidade Residencial Baixa,Crawford,2 andares,6,1940,2,1.0,1,2.0,1717,12400
2883,Densidade Residencial Baixa,Crawford,2 andares,7,1929,4,2.0,1,2.0,1671,8170
2884,Densidade Residencial Baixa,Crawford,2 andares,7,1932,3,3.0,1,2.0,1609,12320
2885,Densidade Residencial Baixa,Crawford,2 andares,7,1930,3,2.0,1,2.0,1801,14210
2886,Densidade Residencial Baixa,Crawford,2 andares,7,1950,4,1.0,1,3.0,2315,15600
2887,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,6,1942,2,1.0,1,2.0,976,7288
2888,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,7,1926,3,2.0,1,2.0,1285,7000
2889,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,4,1925,2,0.0,1,1.0,672,8534
2890,Densidade Residencial Média,Iowa DOT and Rail Road,1 andar,6,1925,2,1.0,1,1.0,641,7030
2891,Densidade Residencial Média,Iowa DOT and Rail Road,2 andares,5,1957,4,1.0,1,2.0,1638,9060
2892,C (all),Iowa DOT and Rail Road,1 andar,5,1945,2,0.0,1,1.0,729,12366
2893,C (all),Iowa DOT and Rail Road,2 andares,6,1951,4,0.0,2,2.0,1396,9000
2894,C (all),Iowa DOT and Rail Road,2 andares,5,1916,2,0.0,1,1.0,936,8520
2895,Densidade Residencial Média,Crawford,1 andar,5,2005,2,2.0,1,4.0,1778,5748
2896,Densidade Residencial Média,Crawford,1 andar,5,2004,2,2.0,1,4.0,1646,3842
2897,Densidade Residencial Baixa,Mitchell,1 andar,6,1979,3,2.0,1,3.0,1625,23580
2898,Densidade Residencial Baixa,Mitchell,1 andar,5,1978,4,2.0,2,2.0,1664,8385
2899,Densidade Residencial Baixa,Mitchell,1 andar,5,2001,3,2.0,1,2.0,1491,9116
2900,Densidade Residencial Baixa,Mitchell,2 andares,6,1975,3,2.0,1,3.0,1210,11080
2901,Densidade Residencial Baixa,Timberland,1 andar,5,1958,2,2.0,1,2.0,1650,50102
2902,Densidade Residencial Baixa,Timberland,1 andar,5,2000,2,2.0,1,3.0,1403,8098
2903,Densidade Residencial Baixa,Timberland,1 andar,5,2005,3,3.0,1,3.0,1960,13618
2904,Densidade Residencial Baixa,Timberland,1 andar,5,2005,3,3.0,1,3.0,1838,11577
2905,,Mitchell,1 andar,3,1951,3,1.0,1,2.0,1600,31250
2906,Densidade Residencial Média,Mitchell,2 andares,5,1997,2,4.0,2,4.0,1368,7020
2907,Densidade Residencial Média,Meadow Village,2 andares,6,1977,3,1.0,1,2.0,1304,2665
2908,Densidade Residencial Baixa,Mitchell,1 andar,7,1968,3,1.0,1,2.0,874,10172
2909,Densidade Residencial Baixa,Mitchell,1 andar,5,1970,4,3.0,2,2.0,1652,11836
2910,Densidade Residencial Média,Meadow Village,2 andares,6,1970,1,0.0,1,2.0,630,1470
2911,Densidade Residencial Média,Meadow Village,2 andares,4,1972,3,1.0,1,2.0,1092,1484
2912,Densidade Residencial Baixa,Mitchell,1 andar,5,1969,3,1.0,1,2.0,1360,13384
2913,Densidade Residencial Média,Meadow Village,2 andares,5,1970,3,1.0,1,2.0,1092,1533
2914,Densidade Residencial Média,Meadow Village,2 andares,5,1970,3,0.0,1,2.0,1092,1526
2915,Densidade Residencial Média,Meadow Village,2 andares,7,1970,3,0.0,1,2.0,1092,1936
2916,Densidade Residencial Média,Meadow Village,2 andares,5,1970,3,1.0,1,2.0,1092,1894
2917,Densidade Residencial Baixa,Mitchell,1 andar,7,1960,4,2.0,1,2.0,1224,20000
2918,Densidade Residencial Baixa,Mitchell,2 andares,5,1992,3,0.0,1,2.0,970,10441
2919,Densidade Residencial Baixa,Mitchell,2 andares,5,1993,3,3.0,1,3.0,2000,9627
