Id,tipo_moradia,localização,andares,nota_casa,ano_contrucao,preco,banheiros,vagas_garagem,cozinhas,banheiros,tamanho(em pés quadrados),tamanho lote (n útil)
1445,Densidade Residencial Baixa,College Creek,1 andar,5,2004,179600,3,2,1,2,1422,8500
1446,Densidade Residencial Baixa,Sawyer,2 andares,5,1966,129000,3,1,1,2,913,8400
1447,Densidade Residencial Baixa,Mitchell,1 andar,7,1962,157900,3,1,1,1,1188,26142
1448,Densidade Residencial Baixa,College Creek,2 andares,5,1995,240000,3,2,1,4,2090,10000
1449,Densidade Residencial Baixa,Edwards,2 andares,7,1910,112000,2,1,1,2,1346,11767
1450,Densidade Residencial Média,Meadow Village,2 andares,7,1970,92000,1,0,1,2,630,1533
1451,Densidade Residencial Baixa,NAmes,2 andares,5,1974,136000,4,0,2,4,1792,9000
1452,Densidade Residencial Baixa,Somerset,1 andar,5,2008,287090,3,3,1,2,1578,9262
1453,Densidade Residencial Média,Edwards,2 andares,5,2005,145000,2,2,1,2,1072,3675
1454,Densidade Residencial Baixa,Mitchell,1 andar,5,2006,84500,3,0,1,1,1140,17217
1455,Área Residencial de Vilas Flutuantes,Somerset,1 andar,5,2004,185000,2,2,1,3,1221,7500
1456,Densidade Residencial Baixa,Gilbert,2 andares,5,1999,175000,3,2,1,3,1647,7917
1457,Densidade Residencial Baixa,Northwest Ames,1 andar,6,1978,210000,3,2,1,3,2073,13175
1458,Densidade Residencial Baixa,Crawford,2 andares,9,1941,266500,4,1,1,2,2340,9042
1459,Densidade Residencial Baixa,NAmes,1 andar,6,1950,142125,2,1,1,2,1078,9717
1460,Densidade Residencial Baixa,Edwards,1 andar,6,1965,147500,3,1,1,3,1256,9937
